,Audio_files , Happy , Sad , Angry , Scary,class
8293,5_audio_33.wav,0.1402,0.7644,0.2655,0.0282, Sad 
8294,5_audio_33.wav,0.1451,0.7574,0.2851,0.0258, Sad 
8295,5_audio_33.wav,0.1532,0.7417,0.2854,0.0246, Sad 
8296,5_audio_33.wav,0.165,0.7154,0.2828,0.0238, Sad 
8297,5_audio_33.wav,0.1822,0.6808,0.2819,0.0236, Sad 
8298,5_audio_33.wav,0.2091,0.6678,0.2853,0.0245, Sad 
8299,5_audio_33.wav,0.2484,0.7155,0.3097,0.0278, Sad 
8300,5_audio_34.wav,0.1483,0.7509,0.2766,0.0812, Sad 
8301,5_audio_34.wav,0.1438,0.7523,0.1989,0.0452, Sad 
8302,5_audio_34.wav,0.139,0.7628,0.2183,0.0332, Sad 
8303,5_audio_34.wav,0.1402,0.7644,0.2655,0.0282, Sad 
8304,5_audio_34.wav,0.1451,0.7574,0.2851,0.0258, Sad 
8305,5_audio_34.wav,0.1532,0.7417,0.2854,0.0246, Sad 
8306,5_audio_34.wav,0.165,0.7154,0.2828,0.0238, Sad 
8307,5_audio_34.wav,0.1822,0.6808,0.2819,0.0236, Sad 
8308,5_audio_34.wav,0.2091,0.6678,0.2853,0.0245, Sad 
8309,5_audio_34.wav,0.2484,0.7155,0.3097,0.0278, Sad 
8310,5_audio_35.wav,0.1483,0.7509,0.2766,0.0812, Sad 
8311,5_audio_35.wav,0.1438,0.7523,0.1989,0.0452, Sad 
8312,5_audio_35.wav,0.139,0.7628,0.2183,0.0332, Sad 
8313,5_audio_35.wav,0.1402,0.7644,0.2655,0.0282, Sad 
8314,5_audio_35.wav,0.1451,0.7574,0.2851,0.0258, Sad 
8315,5_audio_35.wav,0.1532,0.7417,0.2854,0.0246, Sad 
8316,5_audio_35.wav,0.165,0.7154,0.2828,0.0238, Sad 
8317,5_audio_35.wav,0.1822,0.6808,0.2819,0.0236, Sad 
8318,5_audio_35.wav,0.2091,0.6678,0.2853,0.0245, Sad 
8319,5_audio_35.wav,0.2484,0.7155,0.3097,0.0278, Sad 
8320,5_audio_36.wav,0.1483,0.7509,0.2766,0.0812, Sad 
8321,5_audio_36.wav,0.1438,0.7523,0.1989,0.0452, Sad 
8322,5_audio_36.wav,0.139,0.7628,0.2183,0.0332, Sad 
8323,5_audio_36.wav,0.1402,0.7644,0.2655,0.0282, Sad 
8324,5_audio_36.wav,0.1451,0.7574,0.2851,0.0258, Sad 
8325,5_audio_36.wav,0.1532,0.7417,0.2854,0.0246, Sad 
8326,5_audio_36.wav,0.165,0.7154,0.2828,0.0238, Sad 
8327,5_audio_36.wav,0.1822,0.6808,0.2819,0.0236, Sad 
8328,5_audio_36.wav,0.2091,0.6678,0.2853,0.0245, Sad 
8329,5_audio_36.wav,0.2484,0.7155,0.3097,0.0278, Sad 
8330,5_audio_37.wav,0.1483,0.7509,0.2766,0.0812, Sad 
8331,5_audio_37.wav,0.1438,0.7523,0.1989,0.0452, Sad 
8332,5_audio_37.wav,0.139,0.7628,0.2183,0.0332, Sad 
8333,5_audio_37.wav,0.1402,0.7644,0.2655,0.0282, Sad 
8334,5_audio_37.wav,0.1451,0.7574,0.2851,0.0258, Sad 
8335,5_audio_37.wav,0.1532,0.7417,0.2854,0.0246, Sad 
8336,5_audio_37.wav,0.165,0.7154,0.2828,0.0238, Sad 
8337,5_audio_37.wav,0.1822,0.6808,0.2819,0.0236, Sad 
8338,5_audio_37.wav,0.2091,0.6678,0.2853,0.0245, Sad 
8339,5_audio_37.wav,0.2484,0.7155,0.3097,0.0278, Sad 
8340,5_audio_38.wav,0.1483,0.7509,0.2766,0.0812, Sad 
8341,5_audio_38.wav,0.1438,0.7523,0.1989,0.0452, Sad 
8342,5_audio_38.wav,0.139,0.7628,0.2183,0.0332, Sad 
8343,5_audio_38.wav,0.1402,0.7644,0.2655,0.0282, Sad 
8344,5_audio_38.wav,0.1451,0.7574,0.2851,0.0258, Sad 
8345,5_audio_38.wav,0.1532,0.7417,0.2854,0.0246, Sad 
8346,5_audio_38.wav,0.165,0.7154,0.2828,0.0238, Sad 
8347,5_audio_38.wav,0.1822,0.6808,0.2819,0.0236, Sad 
8348,5_audio_38.wav,0.2091,0.6678,0.2853,0.0245, Sad 
8349,5_audio_38.wav,0.2484,0.7155,0.3097,0.0278, Sad 
8350,5_audio_39.wav,0.1483,0.7509,0.2766,0.0812, Sad 
8351,5_audio_39.wav,0.1438,0.7523,0.1989,0.0452, Sad 
8352,5_audio_39.wav,0.139,0.7628,0.2183,0.0332, Sad 
8353,5_audio_39.wav,0.1402,0.7644,0.2655,0.0282, Sad 
8354,5_audio_39.wav,0.1451,0.7574,0.2851,0.0258, Sad 
8355,5_audio_39.wav,0.1532,0.7417,0.2854,0.0246, Sad 
8356,5_audio_39.wav,0.165,0.7154,0.2828,0.0238, Sad 
8357,5_audio_39.wav,0.1822,0.6808,0.2819,0.0236, Sad 
8358,5_audio_39.wav,0.2091,0.6678,0.2853,0.0245, Sad 
8359,5_audio_39.wav,0.2484,0.7155,0.3097,0.0278, Sad 
8360,5_audio_4.wav,0.1483,0.7509,0.2766,0.0812, Sad 
8361,5_audio_4.wav,0.1438,0.7523,0.1989,0.0452, Sad 
8362,5_audio_4.wav,0.139,0.7628,0.2183,0.0332, Sad 
8363,5_audio_4.wav,0.1402,0.7644,0.2655,0.0282, Sad 
8364,5_audio_4.wav,0.1451,0.7574,0.2851,0.0258, Sad 
8365,5_audio_4.wav,0.1532,0.7417,0.2854,0.0246, Sad 
8366,5_audio_4.wav,0.165,0.7154,0.2828,0.0238, Sad 
8367,5_audio_4.wav,0.1822,0.6808,0.2819,0.0236, Sad 
8368,5_audio_4.wav,0.2091,0.6678,0.2853,0.0245, Sad 
8369,5_audio_4.wav,0.2484,0.7155,0.3097,0.0278, Sad 
8370,5_audio_40.wav,0.1483,0.7509,0.2766,0.0812, Sad 
8371,5_audio_40.wav,0.1438,0.7523,0.1989,0.0452, Sad 
8372,5_audio_40.wav,0.139,0.7628,0.2183,0.0332, Sad 
8373,5_audio_40.wav,0.1402,0.7644,0.2655,0.0282, Sad 
8374,5_audio_40.wav,0.1451,0.7574,0.2851,0.0258, Sad 
8375,5_audio_40.wav,0.1532,0.7417,0.2854,0.0246, Sad 
8376,5_audio_40.wav,0.165,0.7154,0.2828,0.0238, Sad 
8377,5_audio_40.wav,0.1822,0.6808,0.2819,0.0236, Sad 
8378,5_audio_40.wav,0.2091,0.6678,0.2853,0.0245, Sad 
8379,5_audio_40.wav,0.2484,0.7155,0.3097,0.0278, Sad 
8380,5_audio_41.wav,0.1483,0.7509,0.2766,0.0812, Sad 
8381,5_audio_41.wav,0.1438,0.7523,0.1989,0.0452, Sad 
8382,5_audio_41.wav,0.139,0.7628,0.2183,0.0332, Sad 
8383,5_audio_41.wav,0.1402,0.7644,0.2655,0.0282, Sad 
8384,5_audio_41.wav,0.1451,0.7574,0.2851,0.0258, Sad 
8385,5_audio_41.wav,0.1532,0.7417,0.2854,0.0246, Sad 
8386,5_audio_41.wav,0.165,0.7154,0.2828,0.0238, Sad 
8387,5_audio_41.wav,0.1822,0.6808,0.2819,0.0236, Sad 
8388,5_audio_41.wav,0.2091,0.6678,0.2853,0.0245, Sad 
8389,5_audio_41.wav,0.2484,0.7155,0.3097,0.0278, Sad 
8390,5_audio_42.wav,0.1483,0.7509,0.2766,0.0812, Sad 
8391,5_audio_42.wav,0.1438,0.7523,0.1989,0.0452, Sad 
8392,5_audio_42.wav,0.139,0.7628,0.2183,0.0332, Sad 
8393,5_audio_42.wav,0.1402,0.7644,0.2655,0.0282, Sad 
8394,5_audio_42.wav,0.1451,0.7574,0.2851,0.0258, Sad 
8395,5_audio_42.wav,0.1532,0.7417,0.2854,0.0246, Sad 
8396,5_audio_42.wav,0.165,0.7154,0.2828,0.0238, Sad 
8397,5_audio_42.wav,0.1822,0.6808,0.2819,0.0236, Sad 
8398,5_audio_42.wav,0.2091,0.6678,0.2853,0.0245, Sad 
8399,5_audio_42.wav,0.2484,0.7155,0.3097,0.0278, Sad 
8400,5_audio_43.wav,0.1483,0.7509,0.2766,0.0812, Sad 
8401,5_audio_43.wav,0.1438,0.7523,0.1989,0.0452, Sad 
8402,5_audio_43.wav,0.139,0.7628,0.2183,0.0332, Sad 
8403,5_audio_43.wav,0.1402,0.7644,0.2655,0.0282, Sad 
8404,5_audio_43.wav,0.1451,0.7574,0.2851,0.0258, Sad 
8405,5_audio_43.wav,0.1532,0.7417,0.2854,0.0246, Sad 
8406,5_audio_43.wav,0.165,0.7154,0.2828,0.0238, Sad 
8407,5_audio_43.wav,0.1822,0.6808,0.2819,0.0236, Sad 
8408,5_audio_43.wav,0.2091,0.6678,0.2853,0.0245, Sad 
8409,5_audio_43.wav,0.2484,0.7155,0.3097,0.0278, Sad 
8410,5_audio_44.wav,0.1483,0.7509,0.2766,0.0812, Sad 
8411,5_audio_44.wav,0.1438,0.7523,0.1989,0.0452, Sad 
8412,5_audio_44.wav,0.139,0.7628,0.2183,0.0332, Sad 
8413,5_audio_44.wav,0.1402,0.7644,0.2655,0.0282, Sad 
8414,5_audio_44.wav,0.1451,0.7574,0.2851,0.0258, Sad 
8415,5_audio_44.wav,0.1532,0.7417,0.2854,0.0246, Sad 
8416,5_audio_44.wav,0.165,0.7154,0.2828,0.0238, Sad 
8417,5_audio_44.wav,0.1822,0.6808,0.2819,0.0236, Sad 
8418,5_audio_44.wav,0.2091,0.6678,0.2853,0.0245, Sad 
8419,5_audio_44.wav,0.2484,0.7155,0.3097,0.0278, Sad 
8420,5_audio_45.wav,0.1483,0.7509,0.2766,0.0812, Sad 
8421,5_audio_45.wav,0.1438,0.7523,0.1989,0.0452, Sad 
8422,5_audio_45.wav,0.139,0.7628,0.2183,0.0332, Sad 
8423,5_audio_45.wav,0.1402,0.7644,0.2655,0.0282, Sad 
8424,5_audio_45.wav,0.1451,0.7574,0.2851,0.0258, Sad 
8425,5_audio_45.wav,0.1532,0.7417,0.2854,0.0246, Sad 
8426,5_audio_45.wav,0.165,0.7154,0.2828,0.0238, Sad 
8427,5_audio_45.wav,0.1822,0.6808,0.2819,0.0236, Sad 
8428,5_audio_45.wav,0.2091,0.6678,0.2853,0.0245, Sad 
8429,5_audio_45.wav,0.2484,0.7155,0.3097,0.0278, Sad 
8430,5_audio_46.wav,0.1483,0.7509,0.2766,0.0812, Sad 
8431,5_audio_46.wav,0.1438,0.7523,0.1989,0.0452, Sad 
8432,5_audio_46.wav,0.139,0.7628,0.2183,0.0332, Sad 
8433,5_audio_46.wav,0.1402,0.7644,0.2655,0.0282, Sad 
8434,5_audio_46.wav,0.1451,0.7574,0.2851,0.0258, Sad 
8435,5_audio_46.wav,0.1532,0.7417,0.2854,0.0246, Sad 
8436,5_audio_46.wav,0.165,0.7154,0.2828,0.0238, Sad 
8437,5_audio_46.wav,0.1822,0.6808,0.2819,0.0236, Sad 
8438,5_audio_46.wav,0.2091,0.6678,0.2853,0.0245, Sad 
8439,5_audio_46.wav,0.2484,0.7155,0.3097,0.0278, Sad 
8440,5_audio_47.wav,0.1483,0.7509,0.2766,0.0812, Sad 
8441,5_audio_47.wav,0.1438,0.7523,0.1989,0.0452, Sad 
8442,5_audio_47.wav,0.139,0.7628,0.2183,0.0332, Sad 
8443,5_audio_47.wav,0.1402,0.7644,0.2655,0.0282, Sad 
8444,5_audio_47.wav,0.1451,0.7574,0.2851,0.0258, Sad 
8445,5_audio_47.wav,0.1532,0.7417,0.2854,0.0246, Sad 
8446,5_audio_47.wav,0.165,0.7154,0.2828,0.0238, Sad 
8447,5_audio_47.wav,0.1822,0.6808,0.2819,0.0236, Sad 
8448,5_audio_47.wav,0.2091,0.6678,0.2853,0.0245, Sad 
8449,5_audio_47.wav,0.2484,0.7155,0.3097,0.0278, Sad 
8450,5_audio_48.wav,0.1483,0.7509,0.2766,0.0812, Sad 
8451,5_audio_48.wav,0.1438,0.7523,0.1989,0.0452, Sad 
8452,5_audio_48.wav,0.139,0.7628,0.2183,0.0332, Sad 
8453,5_audio_48.wav,0.1402,0.7644,0.2655,0.0282, Sad 
8454,5_audio_48.wav,0.1451,0.7574,0.2851,0.0258, Sad 
8455,5_audio_48.wav,0.1532,0.7417,0.2854,0.0246, Sad 
8456,5_audio_48.wav,0.165,0.7154,0.2828,0.0238, Sad 
8457,5_audio_48.wav,0.1822,0.6808,0.2819,0.0236, Sad 
8458,5_audio_48.wav,0.2091,0.6678,0.2853,0.0245, Sad 
8459,5_audio_48.wav,0.2484,0.7155,0.3097,0.0278, Sad 
8460,5_audio_49.wav,0.1483,0.7509,0.2766,0.0812, Sad 
8461,5_audio_49.wav,0.1438,0.7523,0.1989,0.0452, Sad 
8462,5_audio_49.wav,0.139,0.7628,0.2183,0.0332, Sad 
8463,5_audio_49.wav,0.1402,0.7644,0.2655,0.0282, Sad 
8464,5_audio_49.wav,0.1451,0.7574,0.2851,0.0258, Sad 
8465,5_audio_49.wav,0.1532,0.7417,0.2854,0.0246, Sad 
8466,5_audio_49.wav,0.165,0.7154,0.2828,0.0238, Sad 
8467,5_audio_49.wav,0.1822,0.6808,0.2819,0.0236, Sad 
8468,5_audio_49.wav,0.2091,0.6678,0.2853,0.0245, Sad 
8469,5_audio_49.wav,0.2484,0.7155,0.3097,0.0278, Sad 
8470,5_audio_5.wav,0.1483,0.7509,0.2766,0.0812, Sad 
8471,5_audio_5.wav,0.1438,0.7523,0.1989,0.0452, Sad 
8472,5_audio_5.wav,0.139,0.7628,0.2183,0.0332, Sad 
8473,5_audio_5.wav,0.1402,0.7644,0.2655,0.0282, Sad 
8474,5_audio_5.wav,0.1451,0.7574,0.2851,0.0258, Sad 
8475,5_audio_5.wav,0.1532,0.7417,0.2854,0.0246, Sad 
8476,5_audio_5.wav,0.165,0.7154,0.2828,0.0238, Sad 
8477,5_audio_5.wav,0.1822,0.6808,0.2819,0.0236, Sad 
8478,5_audio_5.wav,0.2091,0.6678,0.2853,0.0245, Sad 
8479,5_audio_5.wav,0.2484,0.7155,0.3097,0.0278, Sad 
8480,5_audio_50.wav,0.1483,0.7509,0.2766,0.0812, Sad 
8481,5_audio_50.wav,0.1438,0.7523,0.1989,0.0452, Sad 
8482,5_audio_50.wav,0.139,0.7628,0.2183,0.0332, Sad 
8483,5_audio_50.wav,0.1402,0.7644,0.2655,0.0282, Sad 
8484,5_audio_50.wav,0.1451,0.7574,0.2851,0.0258, Sad 
8485,5_audio_50.wav,0.1532,0.7417,0.2854,0.0246, Sad 
8486,5_audio_50.wav,0.165,0.7154,0.2828,0.0238, Sad 
8487,5_audio_50.wav,0.1822,0.6808,0.2819,0.0236, Sad 
8488,5_audio_50.wav,0.2091,0.6678,0.2853,0.0245, Sad 
8489,5_audio_50.wav,0.2484,0.7155,0.3097,0.0278, Sad 
8490,5_audio_51.wav,0.1483,0.7509,0.2766,0.0812, Sad 
8491,5_audio_51.wav,0.1438,0.7523,0.1989,0.0452, Sad 
8492,5_audio_51.wav,0.139,0.7628,0.2183,0.0332, Sad 
8493,5_audio_51.wav,0.1402,0.7644,0.2655,0.0282, Sad 
8494,5_audio_51.wav,0.1451,0.7574,0.2851,0.0258, Sad 
8495,5_audio_51.wav,0.1532,0.7417,0.2854,0.0246, Sad 
8496,5_audio_51.wav,0.165,0.7154,0.2828,0.0238, Sad 
8497,5_audio_51.wav,0.1822,0.6808,0.2819,0.0236, Sad 
8498,5_audio_51.wav,0.2091,0.6678,0.2853,0.0245, Sad 
8499,5_audio_51.wav,0.2484,0.7155,0.3097,0.0278, Sad 
8500,5_audio_52.wav,0.1483,0.7509,0.2766,0.0812, Sad 
8501,5_audio_52.wav,0.1438,0.7523,0.1989,0.0452, Sad 
8502,5_audio_52.wav,0.139,0.7628,0.2183,0.0332, Sad 
8503,5_audio_52.wav,0.1402,0.7644,0.2655,0.0282, Sad 
8504,5_audio_52.wav,0.1451,0.7574,0.2851,0.0258, Sad 
8505,5_audio_52.wav,0.1532,0.7417,0.2854,0.0246, Sad 
8506,5_audio_52.wav,0.165,0.7154,0.2828,0.0238, Sad 
8507,5_audio_52.wav,0.1822,0.6808,0.2819,0.0236, Sad 
8508,5_audio_52.wav,0.2091,0.6678,0.2853,0.0245, Sad 
8509,5_audio_52.wav,0.2484,0.7155,0.3097,0.0278, Sad 
8510,5_audio_53.wav,0.1483,0.7509,0.2766,0.0812, Sad 
8511,5_audio_53.wav,0.1438,0.7523,0.1989,0.0452, Sad 
8512,5_audio_53.wav,0.139,0.7628,0.2183,0.0332, Sad 
8513,5_audio_53.wav,0.1402,0.7644,0.2655,0.0282, Sad 
8514,5_audio_53.wav,0.1451,0.7574,0.2851,0.0258, Sad 
8515,5_audio_53.wav,0.1532,0.7417,0.2854,0.0246, Sad 
8516,5_audio_53.wav,0.165,0.7154,0.2828,0.0238, Sad 
8517,5_audio_53.wav,0.1822,0.6808,0.2819,0.0236, Sad 
8518,5_audio_53.wav,0.2091,0.6678,0.2853,0.0245, Sad 
8519,5_audio_53.wav,0.2484,0.7155,0.3097,0.0278, Sad 
8520,5_audio_54.wav,0.1483,0.7509,0.2766,0.0812, Sad 
8521,5_audio_54.wav,0.1438,0.7523,0.1989,0.0452, Sad 
8522,5_audio_54.wav,0.139,0.7628,0.2183,0.0332, Sad 
8523,5_audio_54.wav,0.1402,0.7644,0.2655,0.0282, Sad 
8524,5_audio_54.wav,0.1451,0.7574,0.2851,0.0258, Sad 
8525,5_audio_54.wav,0.1532,0.7417,0.2854,0.0246, Sad 
8526,5_audio_54.wav,0.165,0.7154,0.2828,0.0238, Sad 
8527,5_audio_54.wav,0.1822,0.6808,0.2819,0.0236, Sad 
8528,5_audio_54.wav,0.2091,0.6678,0.2853,0.0245, Sad 
8529,5_audio_54.wav,0.2484,0.7155,0.3097,0.0278, Sad 
8530,5_audio_55.wav,0.1483,0.7509,0.2766,0.0812, Sad 
8531,5_audio_55.wav,0.1438,0.7523,0.1989,0.0452, Sad 
8532,5_audio_55.wav,0.139,0.7628,0.2183,0.0332, Sad 
8533,5_audio_55.wav,0.1402,0.7644,0.2655,0.0282, Sad 
8534,5_audio_55.wav,0.1451,0.7574,0.2851,0.0258, Sad 
8535,5_audio_55.wav,0.1532,0.7417,0.2854,0.0246, Sad 
8536,5_audio_55.wav,0.165,0.7154,0.2828,0.0238, Sad 
8537,5_audio_55.wav,0.1822,0.6808,0.2819,0.0236, Sad 
8538,5_audio_55.wav,0.2091,0.6678,0.2853,0.0245, Sad 
8539,5_audio_55.wav,0.2484,0.7155,0.3097,0.0278, Sad 
8540,5_audio_56.wav,0.1483,0.7509,0.2766,0.0812, Sad 
8541,5_audio_56.wav,0.1438,0.7523,0.1989,0.0452, Sad 
8542,5_audio_56.wav,0.139,0.7628,0.2183,0.0332, Sad 
8543,5_audio_56.wav,0.1402,0.7644,0.2655,0.0282, Sad 
8544,5_audio_56.wav,0.1451,0.7574,0.2851,0.0258, Sad 
8545,5_audio_56.wav,0.1532,0.7417,0.2854,0.0246, Sad 
8546,5_audio_56.wav,0.165,0.7154,0.2828,0.0238, Sad 
8547,5_audio_56.wav,0.1822,0.6808,0.2819,0.0236, Sad 
8548,5_audio_56.wav,0.2091,0.6678,0.2853,0.0245, Sad 
8549,5_audio_56.wav,0.2484,0.7155,0.3097,0.0278, Sad 
8550,5_audio_57.wav,0.1483,0.7509,0.2766,0.0812, Sad 
8551,5_audio_57.wav,0.1438,0.7523,0.1989,0.0452, Sad 
8552,5_audio_57.wav,0.139,0.7628,0.2183,0.0332, Sad 
8553,5_audio_57.wav,0.1402,0.7644,0.2655,0.0282, Sad 
8554,5_audio_57.wav,0.1451,0.7574,0.2851,0.0258, Sad 
8555,5_audio_57.wav,0.1532,0.7417,0.2854,0.0246, Sad 
8556,5_audio_57.wav,0.165,0.7154,0.2828,0.0238, Sad 
8557,5_audio_57.wav,0.1822,0.6808,0.2819,0.0236, Sad 
8558,5_audio_57.wav,0.2091,0.6678,0.2853,0.0245, Sad 
8559,5_audio_57.wav,0.2484,0.7155,0.3097,0.0278, Sad 
8560,5_audio_58.wav,0.1483,0.7509,0.2766,0.0812, Sad 
8561,5_audio_58.wav,0.1438,0.7523,0.1989,0.0452, Sad 
8562,5_audio_58.wav,0.139,0.7628,0.2183,0.0332, Sad 
8563,5_audio_58.wav,0.1402,0.7644,0.2655,0.0282, Sad 
8564,5_audio_58.wav,0.1451,0.7574,0.2851,0.0258, Sad 
8565,5_audio_58.wav,0.1532,0.7417,0.2854,0.0246, Sad 
8566,5_audio_58.wav,0.165,0.7154,0.2828,0.0238, Sad 
8567,5_audio_58.wav,0.1822,0.6808,0.2819,0.0236, Sad 
8568,5_audio_58.wav,0.2091,0.6678,0.2853,0.0245, Sad 
8569,5_audio_58.wav,0.2484,0.7155,0.3097,0.0278, Sad 
8570,5_audio_59.wav,0.1483,0.7509,0.2766,0.0812, Sad 
8571,5_audio_59.wav,0.1438,0.7523,0.1989,0.0452, Sad 
8572,5_audio_59.wav,0.139,0.7628,0.2183,0.0332, Sad 
8573,5_audio_59.wav,0.1402,0.7644,0.2655,0.0282, Sad 
8574,5_audio_59.wav,0.1451,0.7574,0.2851,0.0258, Sad 
8575,5_audio_59.wav,0.1532,0.7417,0.2854,0.0246, Sad 
8576,5_audio_59.wav,0.165,0.7154,0.2828,0.0238, Sad 
8577,5_audio_59.wav,0.1822,0.6808,0.2819,0.0236, Sad 
8578,5_audio_59.wav,0.2091,0.6678,0.2853,0.0245, Sad 
8579,5_audio_59.wav,0.2484,0.7155,0.3097,0.0278, Sad 
8580,5_audio_6.wav,0.1483,0.7509,0.2766,0.0812, Sad 
8581,5_audio_6.wav,0.1438,0.7523,0.1989,0.0452, Sad 
8582,5_audio_6.wav,0.139,0.7628,0.2183,0.0332, Sad 
8583,5_audio_6.wav,0.1402,0.7644,0.2655,0.0282, Sad 
8584,5_audio_6.wav,0.1451,0.7574,0.2851,0.0258, Sad 
8585,5_audio_6.wav,0.1532,0.7417,0.2854,0.0246, Sad 
8586,5_audio_6.wav,0.165,0.7154,0.2828,0.0238, Sad 
8587,5_audio_6.wav,0.1822,0.6808,0.2819,0.0236, Sad 
8588,5_audio_6.wav,0.2091,0.6678,0.2853,0.0245, Sad 
8589,5_audio_6.wav,0.2484,0.7155,0.3097,0.0278, Sad 
8590,5_audio_60.wav,0.1483,0.7509,0.2766,0.0812, Sad 
8591,5_audio_60.wav,0.1438,0.7523,0.1989,0.0452, Sad 
8592,5_audio_60.wav,0.139,0.7628,0.2183,0.0332, Sad 
8593,5_audio_60.wav,0.1402,0.7644,0.2655,0.0282, Sad 
8594,5_audio_60.wav,0.1451,0.7574,0.2851,0.0258, Sad 
8595,5_audio_60.wav,0.1532,0.7417,0.2854,0.0246, Sad 
8596,5_audio_60.wav,0.165,0.7154,0.2828,0.0238, Sad 
8597,5_audio_60.wav,0.1822,0.6808,0.2819,0.0236, Sad 
8598,5_audio_60.wav,0.2091,0.6678,0.2853,0.0245, Sad 
8599,5_audio_60.wav,0.2484,0.7155,0.3097,0.0278, Sad 
8600,5_audio_61.wav,0.1483,0.7509,0.2766,0.0812, Sad 
8601,5_audio_61.wav,0.1438,0.7523,0.1989,0.0452, Sad 
8602,5_audio_61.wav,0.139,0.7628,0.2183,0.0332, Sad 
8603,5_audio_61.wav,0.1402,0.7644,0.2655,0.0282, Sad 
8604,5_audio_61.wav,0.1451,0.7574,0.2851,0.0258, Sad 
8605,5_audio_61.wav,0.1532,0.7417,0.2854,0.0246, Sad 
8606,5_audio_61.wav,0.165,0.7154,0.2828,0.0238, Sad 
8607,5_audio_61.wav,0.1822,0.6808,0.2819,0.0236, Sad 
8608,5_audio_61.wav,0.2091,0.6678,0.2853,0.0245, Sad 
8609,5_audio_61.wav,0.2484,0.7155,0.3097,0.0278, Sad 
8610,5_audio_62.wav,0.1483,0.7509,0.2766,0.0812, Sad 
8611,5_audio_62.wav,0.1438,0.7523,0.1989,0.0452, Sad 
8612,5_audio_62.wav,0.139,0.7628,0.2183,0.0332, Sad 
8613,5_audio_62.wav,0.1402,0.7644,0.2655,0.0282, Sad 
8614,5_audio_62.wav,0.1451,0.7574,0.2851,0.0258, Sad 
8615,5_audio_62.wav,0.1532,0.7417,0.2854,0.0246, Sad 
8616,5_audio_62.wav,0.165,0.7154,0.2828,0.0238, Sad 
8617,5_audio_62.wav,0.1822,0.6808,0.2819,0.0236, Sad 
8618,5_audio_62.wav,0.2091,0.6678,0.2853,0.0245, Sad 
8619,5_audio_62.wav,0.2484,0.7155,0.3097,0.0278, Sad 
8620,5_audio_63.wav,0.1483,0.7509,0.2766,0.0812, Sad 
8621,5_audio_63.wav,0.1438,0.7523,0.1989,0.0452, Sad 
8622,5_audio_63.wav,0.139,0.7628,0.2183,0.0332, Sad 
8623,5_audio_63.wav,0.1402,0.7644,0.2655,0.0282, Sad 
8624,5_audio_63.wav,0.1451,0.7574,0.2851,0.0258, Sad 
8625,5_audio_63.wav,0.1532,0.7417,0.2854,0.0246, Sad 
8626,5_audio_63.wav,0.165,0.7154,0.2828,0.0238, Sad 
8627,5_audio_63.wav,0.1822,0.6808,0.2819,0.0236, Sad 
8628,5_audio_63.wav,0.2091,0.6678,0.2853,0.0245, Sad 
8629,5_audio_63.wav,0.2484,0.7155,0.3097,0.0278, Sad 
8630,5_audio_64.wav,0.1483,0.7509,0.2766,0.0812, Sad 
8631,5_audio_64.wav,0.1438,0.7523,0.1989,0.0452, Sad 
8632,5_audio_64.wav,0.139,0.7628,0.2183,0.0332, Sad 
8633,5_audio_64.wav,0.1402,0.7644,0.2655,0.0282, Sad 
8634,5_audio_64.wav,0.1451,0.7574,0.2851,0.0258, Sad 
8635,5_audio_64.wav,0.1532,0.7417,0.2854,0.0246, Sad 
8636,5_audio_64.wav,0.165,0.7154,0.2828,0.0238, Sad 
8637,5_audio_64.wav,0.1822,0.6808,0.2819,0.0236, Sad 
8638,5_audio_64.wav,0.2091,0.6678,0.2853,0.0245, Sad 
8639,5_audio_64.wav,0.2484,0.7155,0.3097,0.0278, Sad 
8640,5_audio_65.wav,0.1483,0.7509,0.2766,0.0812, Sad 
8641,5_audio_65.wav,0.1438,0.7523,0.1989,0.0452, Sad 
8642,5_audio_65.wav,0.139,0.7628,0.2183,0.0332, Sad 
8643,5_audio_65.wav,0.1402,0.7644,0.2655,0.0282, Sad 
8644,5_audio_65.wav,0.1451,0.7574,0.2851,0.0258, Sad 
8645,5_audio_65.wav,0.1532,0.7417,0.2854,0.0246, Sad 
8646,5_audio_65.wav,0.165,0.7154,0.2828,0.0238, Sad 
8647,5_audio_65.wav,0.1822,0.6808,0.2819,0.0236, Sad 
8648,5_audio_65.wav,0.2091,0.6678,0.2853,0.0245, Sad 
8649,5_audio_65.wav,0.2484,0.7155,0.3097,0.0278, Sad 
8650,5_audio_66.wav,0.1483,0.7509,0.2766,0.0812, Sad 
8651,5_audio_66.wav,0.1438,0.7523,0.1989,0.0452, Sad 
8652,5_audio_66.wav,0.139,0.7628,0.2183,0.0332, Sad 
8653,5_audio_66.wav,0.1402,0.7644,0.2655,0.0282, Sad 
8654,5_audio_66.wav,0.1451,0.7574,0.2851,0.0258, Sad 
8655,5_audio_66.wav,0.1532,0.7417,0.2854,0.0246, Sad 
8656,5_audio_66.wav,0.165,0.7154,0.2828,0.0238, Sad 
8657,5_audio_66.wav,0.1822,0.6808,0.2819,0.0236, Sad 
8658,5_audio_66.wav,0.2091,0.6678,0.2853,0.0245, Sad 
8659,5_audio_66.wav,0.2484,0.7155,0.3097,0.0278, Sad 
8660,5_audio_67.wav,0.1483,0.7509,0.2766,0.0812, Sad 
8661,5_audio_67.wav,0.1438,0.7523,0.1989,0.0452, Sad 
